id_gol,id_partido,anio,id_seleccion,equipo,id_jugador,jugador,minuto,es_penal,es_autogol
711,298,1966,42,Hungría,7571,Kalman Meszoly,45,NO,NO
712,298,1966,42,Hungría,7496,Ferenc Bene,54,NO,NO
713,298,1966,12,Bulgaria,2915,Georgi Asparukhov,15,NO,NO
714,299,1966,,URSS,350,Eduard Malofeyev,31,NO,NO
715,299,1966,,URSS,255,Anatoli Banishevski,33,NO,NO
716,299,1966,,URSS,350,Eduard Malofeyev,88,NO,NO
717,300,1966,51,Italia,5688,Sandro Mazzola,8,NO,NO
718,300,1966,51,Italia,5538,Paolo Barison,88,NO,NO
719,301,1966,20,Corea del Norte,8000,Seung Zin Pak,88,NO,NO
720,301,1966,17,Chile,700,Ruben Marcos,26,SI,NO
721,302,1966,,URSS,275,Igor Chislenko,57,NO,NO
722,303,1966,20,Corea del Norte,7997,Doo Ik Pak,42,NO,NO
723,304,1966,,URSS,376,Valeriy Porkuyan,28,NO,NO
724,304,1966,,URSS,376,Valeriy Porkuyan,85,NO,NO
725,304,1966,17,Chile,700,Ruben Marcos,32,NO,NO
726,337,1966,,Alemania Occidental,6119,Helmut Haller,11,NO,NO
727,337,1966,,Alemania Occidental,6051,Franz Beckenbauer,70,NO,NO
728,337,1966,,Alemania Occidental,6281,Uwe Seeler,75,NO,NO
729,337,1966,,Alemania Occidental,6119,Helmut Haller,83,NO,NO
730,337,1966,44,Inglaterra,1304,Geoff Hurst,78,NO,NO
731,337,1966,65,Portugal,3228,Eusebio,27,NO,NO
732,337,1966,65,Portugal,3228,Eusebio,43,SI,NO
733,337,1966,65,Portugal,3228,Eusebio,56,NO,NO
734,337,1966,65,Portugal,3228,Eusebio,59,SI,NO
735,337,1966,65,Portugal,3255,Jose Augusto,80,NO,NO
736,337,1966,20,Corea del Norte,8000,Seung Zin Pak,1,NO,NO
737,337,1966,20,Corea del Norte,7991,Dong Woon Li,22,NO,NO
738,337,1966,20,Corea del Norte,8009,Seung Kook Yang,25,NO,NO
739,337,1966,,URSS,275,Igor Chislenko,5,NO,NO
740,337,1966,,URSS,376,Valeriy Porkuyan,46,NO,NO
741,337,1966,42,Hungría,7496,Ferenc Bene,57,NO,NO
742,337,1966,,Alemania Occidental,6119,Helmut Haller,43,NO,NO
743,337,1966,,Alemania Occidental,6051,Franz Beckenbauer,67,NO,NO
744,337,1966,,URSS,376,Valeriy Porkuyan,88,NO,NO
745,337,1966,44,Inglaterra,1239,Bobby Charlton,30,NO,NO
746,337,1966,44,Inglaterra,1239,Bobby Charlton,80,NO,NO
747,337,1966,65,Portugal,3228,Eusebio,82,SI,NO
748,337,1966,65,Portugal,3228,Eusebio,12,SI,NO
749,337,1966,65,Portugal,3322,Jose Torres,89,NO,NO
750,337,1966,,URSS,350,Eduard Malofeyev,43,NO,NO
751,337,1966,44,Inglaterra,1304,Geoff Hurst,18,NO,NO
752,337,1966,44,Inglaterra,1365,Martin Peters,78,NO,NO
753,337,1966,44,Inglaterra,1304,Geoff Hurst,101,NO,NO
754,337,1966,44,Inglaterra,1304,Geoff Hurst,120,NO,NO
755,337,1966,,Alemania Occidental,6119,Helmut Haller,12,NO,NO
756,337,1966,,Alemania Occidental,6313,Wolfgang Weber,89,NO,NO
757,339,1970,13,Bélgica,6726,Wilfried Van Moer,12,NO,NO
758,339,1970,13,Bélgica,6726,Wilfried Van Moer,54,NO,NO
759,339,1970,13,Bélgica,6644,Raoul Lambert,79,SI,NO
760,340,1970,,URSS,262,Anatoly Bishovets,14,NO,NO
761,340,1970,,URSS,252,Kakhi Asatiani,57,NO,NO
762,340,1970,,URSS,262,Anatoly Bishovets,63,NO,NO
763,340,1970,,URSS,322,Vitali Khmelnitski,76,NO,NO
764,340,1970,13,Bélgica,6644,Raoul Lambert,86,NO,NO
765,341,1970,56,México,7883,Javier Valdivia,45,NO,NO
766,341,1970,56,México,7883,Javier Valdivia,46,NO,NO
767,341,1970,56,México,7721,Javier Fragoso,58,NO,NO
768,341,1970,56,México,7655,Juan Ignacio Basaguren,83,NO,NO
769,342,1970,,URSS,262,Anatoly Bishovets,51,NO,NO
770,342,1970,,URSS,262,Anatoly Bishovets,74,NO,NO
771,343,1970,56,México,7819,Gustavo Pena,14,SI,NO
772,344,1970,80,Uruguay,5913,Ildo Maneiro,23,NO,NO
773,344,1970,80,Uruguay,5935,Juan Mujica,50,NO,NO
774,345,1970,51,Italia,5617,Angelo Domenghini,10,NO,NO
775,347,1970,73,Suecia,3529,Tom Turesson,53,NO,NO
776,347,1970,50,Israel,1006,Mordechai Spiegler,56,NO,NO
777,348,1970,73,Suecia,3391,Ove Grahn,90,NO,NO
778,350,1970,44,Inglaterra,1304,Geoff Hurst,65,NO,NO
779,351,1970,11,Brasil,1782,Rivelino,24,NO,NO
780,351,1970,11,Brasil,1759,Pelé,59,NO,NO
781,351,1970,11,Brasil,1663,Jairzinho,61,NO,NO
782,351,1970,11,Brasil,1663,Jairzinho,83,NO,NO
783,351,1970,,Checoslovaquia,548,Ladislav Petras,11,NO,NO
784,352,1970,68,Rumania,1916,Alexandru Neagu,52,NO,NO
785,352,1970,68,Rumania,1882,Florea Dumitrache,75,SI,NO
786,352,1970,,Checoslovaquia,548,Ladislav Petras,5,NO,NO
787,353,1970,11,Brasil,1663,Jairzinho,59,NO,NO
788,354,1970,11,Brasil,1759,Pelé,19,NO,NO
789,354,1970,11,Brasil,1663,Jairzinho,22,NO,NO
790,354,1970,11,Brasil,1759,Pelé,67,NO,NO
791,354,1970,68,Rumania,1882,Florea Dumitrache,34,NO,NO
792,354,1970,68,Rumania,1874,Emerich Dembrovschi,84,NO,NO
793,355,1970,44,Inglaterra,1243,Allan Clarke,50,SI,NO
794,356,1970,63,Perú,2162,Alberto Gallardo,50,NO,NO
795,356,1970,63,Perú,2142,Hector Chumpitaz,55,NO,NO
796,356,1970,63,Perú,2147,Teofilo Cubillas,73,NO,NO
797,356,1970,12,Bulgaria,2923,Dinko Dermendzhiev,13,NO,NO
798,356,1970,12,Bulgaria,2918,Hristo Bonev,49,NO,NO
799,357,1970,,Alemania Occidental,6281,Uwe Seeler,56,NO,NO
800,357,1970,,Alemania Occidental,6223,Gerd Mueller,80,NO,NO
801,357,1970,55,Marruecos,8371,Houmane Jarir,21,NO,NO
802,358,1970,63,Perú,2147,Teofilo Cubillas,65,NO,NO
803,358,1970,63,Perú,2141,Roberto Challe,67,NO,NO
804,358,1970,63,Perú,2147,Teofilo Cubillas,75,NO,NO
805,359,1970,,Alemania Occidental,6199,Stan Libuda,20,NO,NO
806,359,1970,,Alemania Occidental,6223,Gerd Mueller,27,NO,NO
807,359,1970,,Alemania Occidental,6223,Gerd Mueller,52,SI,NO
808,359,1970,,Alemania Occidental,6281,Uwe Seeler,70,NO,NO
809,359,1970,,Alemania Occidental,6223,Gerd Mueller,88,NO,NO
810,359,1970,12,Bulgaria,2981,Asparukh Nikodimov,12,NO,NO
811,359,1970,12,Bulgaria,2959,Todor Kolev,89,NO,NO
812,360,1970,,Alemania Occidental,6223,Gerd Mueller,19,NO,NO
813,360,1970,,Alemania Occidental,6223,Gerd Mueller,26,NO,NO
814,360,1970,,Alemania Occidental,6223,Gerd Mueller,39,NO,NO
815,360,1970,63,Perú,2147,Teofilo Cubillas,44,NO,NO
816,361,1970,12,Bulgaria,3024,Dobromir Zhechev,40,NO,NO
817,361,1970,55,Marruecos,8362,Mahjoub Ghazouani,61,NO,NO
818,394,1970,,Alemania Occidental,6051,Franz Beckenbauer,68,NO,NO
819,394,1970,,Alemania Occidental,6281,Uwe Seeler,76,NO,NO
820,394,1970,,Alemania Occidental,6223,Gerd Mueller,108,NO,NO
821,394,1970,44,Inglaterra,1351,Alan Mullery,31,NO,NO
822,394,1970,44,Inglaterra,1365,Martin Peters,49,NO,NO
823,394,1970,11,Brasil,1782,Rivelino,11,NO,NO
824,394,1970,11,Brasil,1816,Tostao,15,NO,NO
825,394,1970,11,Brasil,1816,Tostao,52,NO,NO
826,394,1970,11,Brasil,1663,Jairzinho,75,NO,NO
827,394,1970,63,Perú,2162,Alberto Gallardo,28,NO,NO
828,394,1970,63,Perú,2147,Teofilo Cubillas,70,NO,NO
829,394,1970,51,Italia,7819,Gustavo Pena,25,NO,SI
830,394,1970,51,Italia,5746,Gigi Riva,63,NO,NO
831,394,1970,51,Italia,5747,Gianni Rivera,70,NO,NO
832,394,1970,51,Italia,5746,Gigi Riva,76,NO,NO
833,394,1970,56,México,7738,Jose Gonzalez,13,NO,NO
834,394,1970,80,Uruguay,5865,Victor Esparrago,116,NO,NO
835,394,1970,51,Italia,5553,Roberto Boninsegna,8,NO,NO
836,394,1970,51,Italia,5562,Tarcisio Burgnich,98,NO,NO
837,394,1970,51,Italia,5746,Gigi Riva,104,NO,NO
838,394,1970,51,Italia,5747,Gianni Rivera,111,NO,NO
839,394,1970,,Alemania Occidental,6274,Karl-Heinz Schnellinger,90,NO,NO
840,394,1970,,Alemania Occidental,6223,Gerd Mueller,94,NO,NO
841,394,1970,,Alemania Occidental,6223,Gerd Mueller,110,NO,NO
842,394,1970,80,Uruguay,5849,Luis Cubilla,19,NO,NO
843,394,1970,11,Brasil,1584,Clodoaldo,44,NO,NO
844,394,1970,11,Brasil,1663,Jairzinho,76,NO,NO
845,394,1970,11,Brasil,1782,Rivelino,89,NO,NO
846,394,1970,,Alemania Occidental,6239,Wolfgang Overath,26,NO,NO
847,394,1970,11,Brasil,1759,Pelé,18,NO,NO
848,394,1970,11,Brasil,1640,Gerson,66,NO,NO
849,394,1970,11,Brasil,1663,Jairzinho,71,NO,NO
850,394,1970,11,Brasil,1571,Carlos Alberto,86,NO,NO
851,394,1970,51,Italia,5553,Roberto Boninsegna,37,NO,NO
852,395,1974,,Alemania Occidental,6067,Paul Breitner,18,NO,NO
853,396,1974,2,Alemania Oriental,7301,Colin Curran,58,NO,SI
854,396,1974,2,Alemania Oriental,2522,Joachim Streich,72,NO,NO
855,397,1974,,Alemania Occidental,6239,Wolfgang Overath,12,NO,NO
856,397,1974,,Alemania Occidental,6078,Bernd Cullmann,34,NO,NO
857,397,1974,,Alemania Occidental,6223,Gerd Mueller,53,NO,NO
858,398,1974,17,Chile,626,Sergio Ahumada,69,NO,NO
859,398,1974,2,Alemania Oriental,2511,Martin Hoffmann,55,NO,NO
860,399,1974,2,Alemania Oriental,2521,Juergen Sparwasser,77,NO,NO
861,402,1974,31,Escocia,2363,Peter Lorimer,26,NO,NO
862,402,1974,31,Escocia,2356,Joe Jordan,34,NO,NO
863,404,1974,,Yugoslavia,3540,Dusan Bajevic,8,NO,NO
864,404,1974,,Yugoslavia,3575,Dragan Dzajic,14,NO,NO
865,404,1974,,Yugoslavia,3744,Ivica Surjak,18,NO,NO
866,404,1974,,Yugoslavia,3615,Josip Katalinski,22,NO,NO
867,404,1974,,Yugoslavia,3540,Dusan Bajevic,30,NO,NO
868,404,1974,,Yugoslavia,3547,Vladislav Bogicevic,35,NO,NO
869,404,1974,,Yugoslavia,3677,Branko Oblak,61,NO,NO
870,404,1974,,Yugoslavia,3696,Ilija Petkovic,65,NO,NO
871,404,1974,,Yugoslavia,3540,Dusan Bajevic,81,NO,NO
872,405,1974,11,Brasil,1663,Jairzinho,12,NO,NO
873,405,1974,11,Brasil,1782,Rivelino,66,NO,NO
874,405,1974,11,Brasil,1818,Valdomiro,79,NO,NO
875,406,1974,31,Escocia,2356,Joe Jordan,88,NO,NO
876,406,1974,,Yugoslavia,3614,Stanislav Karasi,81,NO,NO
877,408,1974,60,Paises Bajos,6468,Johnny Rep,7,NO,NO
878,408,1974,60,Paises Bajos,6468,Johnny Rep,86,NO,NO
879,409,1974,12,Bulgaria,2918,Hristo Bonev,75,NO,NO
880,409,1974,80,Uruguay,5948,Ricardo Pavoni,87,NO,NO
881,411,1974,12,Bulgaria,6434,Ruud Krol,78,NO,SI
882,411,1974,60,Paises Bajos,6452,Johan Neeskens,5,SI,NO
883,411,1974,60,Paises Bajos,6452,Johan Neeskens,45,SI,NO
884,411,1974,60,Paises Bajos,6468,Johnny Rep,71,NO,NO
885,411,1974,60,Paises Bajos,6390,Theo De Jong,88,NO,NO
886,412,1974,73,Suecia,3375,Ralf Edstrom,46,NO,NO
887,412,1974,73,Suecia,3503,Roland Sandberg,74,NO,NO
888,412,1974,73,Suecia,3375,Ralf Edstrom,77,NO,NO
889,413,1974,51,Italia,5747,Gianni Rivera,52,NO,NO
890,413,1974,51,Italia,5543,Romeo Benetti,66,NO,NO
891,413,1974,51,Italia,5523,Pietro Anastasi,79,NO,NO
892,413,1974,40,Haití,2454,Emmanuel Sanon,46,NO,NO
893,414,1974,64,Polonia,3110,Grzegorz Lato,7,NO,NO
894,414,1974,64,Polonia,3160,Andrzej Szarmach,8,NO,NO
895,414,1974,64,Polonia,3110,Grzegorz Lato,62,NO,NO
896,414,1974,6,Argentina,5280,Ramon Heredia,60,NO,NO
897,414,1974,6,Argentina,5171,Carlos Babington,66,NO,NO
898,415,1974,6,Argentina,5283,Rene Houseman,19,NO,NO
899,415,1974,51,Italia,5361,Roberto Perfumo,35,NO,SI
900,416,1974,64,Polonia,3110,Grzegorz Lato,17,NO,NO
901,416,1974,64,Polonia,3048,Kazimierz Deyna,18,NO,NO
902,416,1974,64,Polonia,3160,Andrzej Szarmach,30,NO,NO
903,416,1974,64,Polonia,3069,Jerzy Gorgon,31,NO,NO
904,416,1974,64,Polonia,3160,Andrzej Szarmach,34,NO,NO
905,416,1974,64,Polonia,3160,Andrzej Szarmach,50,NO,NO
906,416,1974,64,Polonia,3110,Grzegorz Lato,87,NO,NO
907,417,1974,6,Argentina,5441,Hector Yazalde,15,NO,NO
908,417,1974,6,Argentina,5283,Rene Houseman,18,NO,NO
909,417,1974,6,Argentina,5170,Ruben Ayala,55,NO,NO
910,417,1974,6,Argentina,5441,Hector Yazalde,68,NO,NO
911,417,1974,40,Haití,2454,Emmanuel Sanon,63,NO,NO
912,418,1974,64,Polonia,3160,Andrzej Szarmach,38,NO,NO
913,418,1974,64,Polonia,3048,Kazimierz Deyna,44,NO,NO
914,418,1974,51,Italia,5569,Fabio Capello,85,NO,NO
915,419,1974,11,Brasil,1782,Rivelino,60,NO,NO
916,420,1974,60,Paises Bajos,6378,Johan Cruyff,10,NO,NO
917,420,1974,60,Paises Bajos,6434,Ruud Krol,25,NO,NO
918,420,1974,60,Paises Bajos,6468,Johnny Rep,73,NO,NO
919,420,1974,60,Paises Bajos,6378,Johan Cruyff,90,NO,NO
920,421,1974,60,Paises Bajos,6452,Johan Neeskens,7,NO,NO
921,421,1974,60,Paises Bajos,6467,Rob Rensenbrink,59,NO,NO
922,422,1974,6,Argentina,5196,Miguel Brindisi,35,NO,NO
923,422,1974,11,Brasil,1782,Rivelino,32,NO,NO
924,422,1974,11,Brasil,1663,Jairzinho,49,NO,NO
925,423,1974,6,Argentina,5283,Rene Houseman,20,NO,NO
926,423,1974,2,Alemania Oriental,2522,Joachim Streich,14,NO,NO
927,424,1974,60,Paises Bajos,6452,Johan Neeskens,50,NO,NO
928,424,1974,60,Paises Bajos,6378,Johan Cruyff,65,NO,NO
929,425,1974,,Alemania Occidental,6067,Paul Breitner,39,NO,NO
930,425,1974,,Alemania Occidental,6223,Gerd Mueller,82,NO,NO
931,426,1974,64,Polonia,3110,Grzegorz Lato,43,NO,NO
932,427,1974,,Alemania Occidental,6239,Wolfgang Overath,51,NO,NO
933,427,1974,,Alemania Occidental,6063,Rainer Bonhof,52,NO,NO
934,427,1974,,Alemania Occidental,6112,Juergen Grabowski,76,NO,NO
935,427,1974,,Alemania Occidental,6142,Uli Hoeness,89,SI,NO
936,427,1974,73,Suecia,3375,Ralf Edstrom,24,NO,NO
937,427,1974,73,Suecia,3503,Roland Sandberg,53,NO,NO
938,428,1974,64,Polonia,3048,Kazimierz Deyna,24,SI,NO
939,428,1974,64,Polonia,3110,Grzegorz Lato,62,NO,NO
940,428,1974,,Yugoslavia,3614,Stanislav Karasi,43,NO,NO
941,429,1974,,Alemania Occidental,6223,Gerd Mueller,76,NO,NO
942,430,1974,73,Suecia,3375,Ralf Edstrom,29,NO,NO
943,430,1974,73,Suecia,3528,Conny Torstensson,85,NO,NO
944,430,1974,,Yugoslavia,3744,Ivica Surjak,27,NO,NO
945,469,1974,64,Polonia,3110,Grzegorz Lato,76,NO,NO
946,469,1974,60,Paises Bajos,6452,Johan Neeskens,2,SI,NO
947,469,1974,,Alemania Occidental,6067,Paul Breitner,25,SI,NO
948,469,1974,,Alemania Occidental,6223,Gerd Mueller,43,NO,NO
949,470,1978,6,Argentina,5304,Leopoldo Luque,15,NO,NO
950,470,1978,6,Argentina,5186,Daniel Bertoni,83,NO,NO
951,470,1978,42,Hungría,7508,Karoly Csapo,10,NO,NO
952,471,1978,51,Italia,5752,Paolo Rossi,29,NO,NO
953,471,1978,51,Italia,5793,Renato Zaccarelli,54,NO,NO
954,471,1978,36,Francia,3959,Bernard Lacombe,1,NO,NO
955,472,1978,6,Argentina,5350,Daniel Passarella,45,SI,NO
956,472,1978,6,Argentina,5304,Leopoldo Luque,73,NO,NO
957,472,1978,36,Francia,4012,Michel Platini,60,NO,NO
958,473,1978,51,Italia,5752,Paolo Rossi,34,NO,NO
959,473,1978,51,Italia,5549,Roberto Bettega,36,NO,NO
960,473,1978,51,Italia,5543,Romeo Benetti,60,NO,NO
961,473,1978,42,Hungría,7621,Andras Toth,81,SI,NO
962,474,1978,36,Francia,3977,Christian Lopez,22,NO,NO
963,474,1978,36,Francia,3843,Marc Berdoll,37,NO,NO
964,474,1978,36,Francia,4025,Dominique Rocheteau,42,NO,NO
965,474,1978,42,Hungría,7633,Sandor Zombori,41,NO,NO
966,475,1978,51,Italia,5549,Roberto Bettega,67,NO,NO
967,477,1978,78,Túnez,7213,Ali Kaabi,55,NO,NO
968,477,1978,78,Túnez,7197,Nejib Ghommidh,79,NO,NO
969,477,1978,78,Túnez,7187,Mokhtar Douieb,87,NO,NO
970,477,1978,56,México,7886,Arturo Vasquez,45,SI,NO
971,478,1978,,Alemania Occidental,6222,Dieter Mueller,15,NO,NO
972,478,1978,,Alemania Occidental,6224,Hansi Mueller,30,NO,NO
973,478,1978,,Alemania Occidental,6265,Karl-Heinz Rummenigge,38,NO,NO
974,478,1978,,Alemania Occidental,6094,Heinz Flohe,44,NO,NO
975,478,1978,,Alemania Occidental,6265,Karl-Heinz Rummenigge,73,NO,NO
976,478,1978,,Alemania Occidental,6094,Heinz Flohe,89,NO,NO
977,479,1978,64,Polonia,3110,Grzegorz Lato,43,NO,NO
978,481,1978,64,Polonia,3035,Zbigniew Boniek,43,NO,NO
979,481,1978,64,Polonia,3048,Kazimierz Deyna,56,NO,NO
980,481,1978,64,Polonia,3035,Zbigniew Boniek,84,NO,NO
981,481,1978,56,México,7835,Victor Rangel,52,NO,NO
982,482,1978,8,Austria,4638,Walter Schachner,9,NO,NO
983,482,1978,8,Austria,4603,Hans Krankl,76,NO,NO
984,482,1978,34,España,4905,Dani,21,NO,NO
985,483,1978,73,Suecia,3510,Thomas Sjoberg,37,NO,NO
986,483,1978,11,Brasil,1771,Reinaldo,45,NO,NO
987,484,1978,8,Austria,4603,Hans Krankl,42,SI,NO
988,486,1978,11,Brasil,1785,Roberto Dinamite,40,NO,NO
989,487,1978,34,España,4867,Juan Manuel Asensi,75,NO,NO
990,488,1978,60,Paises Bajos,6467,Rob Rensenbrink,40,SI,NO
991,488,1978,60,Paises Bajos,6467,Rob Rensenbrink,62,NO,NO
992,488,1978,60,Paises Bajos,6467,Rob Rensenbrink,79,SI,NO
993,489,1978,63,Perú,2148,Cesar Cueto,43,NO,NO
994,489,1978,63,Perú,2147,Teofilo Cubillas,71,NO,NO
995,489,1978,63,Perú,2147,Teofilo Cubillas,77,NO,NO
996,489,1978,31,Escocia,2356,Joe Jordan,14,NO,NO
997,490,1978,31,Escocia,4102,Andranik Eskandarian,43,NO,SI
998,490,1978,48,Irán,4096,Iraj Danayfar,60,NO,NO
999,492,1978,31,Escocia,2314,Kenny Dalglish,44,NO,NO
1000,492,1978,31,Escocia,2328,Archie Gemmill,47,SI,NO
1001,492,1978,31,Escocia,2328,Archie Gemmill,68,NO,NO
1002,492,1978,60,Paises Bajos,6467,Rob Rensenbrink,34,SI,NO
1003,492,1978,60,Paises Bajos,6468,Johnny Rep,71,NO,NO
1004,493,1978,63,Perú,2222,Jose Velasquez,2,NO,NO
1005,493,1978,63,Perú,2147,Teofilo Cubillas,36,SI,NO
1006,493,1978,63,Perú,2147,Teofilo Cubillas,39,SI,NO
1007,493,1978,63,Perú,2147,Teofilo Cubillas,79,NO,NO
1008,493,1978,48,Irán,4169,Hassan Rowshan,41,NO,NO
1009,495,1978,60,Paises Bajos,6373,Ernie Brandts,6,NO,NO
1010,495,1978,60,Paises Bajos,6467,Rob Rensenbrink,35,SI,NO
1011,495,1978,60,Paises Bajos,6468,Johnny Rep,36,NO,NO
1012,495,1978,60,Paises Bajos,6468,Johnny Rep,53,NO,NO
1013,495,1978,60,Paises Bajos,6500,Willy Van De Kerkhof,82,NO,NO
1014,495,1978,8,Austria,4614,Erich Obermayer,79,NO,NO
1015,496,1978,,Alemania Occidental,6035,Ruediger Abramczik,3,NO,NO
1016,496,1978,,Alemania Occidental,6222,Dieter Mueller,70,NO,NO
1017,496,1978,60,Paises Bajos,6410,Arie Haan,27,NO,NO
1018,496,1978,60,Paises Bajos,6499,Rene Van De Kerkhof,84,NO,NO
1019,497,1978,51,Italia,5752,Paolo Rossi,14,NO,NO
1020,498,1978,8,Austria,6307,Berti Vogts,59,NO,SI
1021,498,1978,8,Austria,4603,Hans Krankl,66,NO,NO
1022,498,1978,8,Austria,4603,Hans Krankl,87,NO,NO
1023,498,1978,,Alemania Occidental,6265,Karl-Heinz Rummenigge,19,NO,NO
1024,498,1978,,Alemania Occidental,6140,Bernd Hoelzenbein,68,NO,NO
1025,499,1978,60,Paises Bajos,6373,Ernie Brandts,50,NO,NO
1026,499,1978,60,Paises Bajos,6410,Arie Haan,75,NO,NO
1027,499,1978,51,Italia,6373,Ernie Brandts,18,NO,SI
1028,500,1978,6,Argentina,5290,Mario Kempes,16,NO,NO
1029,500,1978,6,Argentina,5290,Mario Kempes,71,NO,NO
1030,501,1978,11,Brasil,1598,Dirceu,15,NO,NO
1031,501,1978,11,Brasil,1598,Dirceu,28,NO,NO
1032,501,1978,11,Brasil,1843,Zico,73,SI,NO
1033,503,1978,64,Polonia,3160,Andrzej Szarmach,65,NO,NO
1034,504,1978,6,Argentina,5290,Mario Kempes,21,NO,NO
1035,504,1978,6,Argentina,5420,Alberto Tarantini,43,NO,NO
1036,504,1978,6,Argentina,5290,Mario Kempes,48,NO,NO
1037,504,1978,6,Argentina,5304,Leopoldo Luque,50,NO,NO
1038,504,1978,6,Argentina,5283,Rene Houseman,67,NO,NO
1039,504,1978,6,Argentina,5304,Leopoldo Luque,72,NO,NO
1040,505,1978,11,Brasil,1733,Nelinho,12,NO,NO
1041,505,1978,11,Brasil,1785,Roberto Dinamite,57,NO,NO
1042,505,1978,11,Brasil,1785,Roberto Dinamite,63,NO,NO
1043,505,1978,64,Polonia,3110,Grzegorz Lato,45,NO,NO
1044,544,1978,11,Brasil,1733,Nelinho,64,NO,NO
1045,544,1978,11,Brasil,1598,Dirceu,72,NO,NO
1046,544,1978,51,Italia,5579,Franco Causio,38,NO,NO
1047,544,1978,6,Argentina,5290,Mario Kempes,38,NO,NO
1048,544,1978,6,Argentina,5290,Mario Kempes,105,NO,NO
1049,544,1978,6,Argentina,5186,Daniel Bertoni,116,NO,NO
1050,544,1978,60,Paises Bajos,6451,Dick Nanninga,82,NO,NO
